"TIME","GEO","UNIT","TRA_MEAS","SCHEDULE","TRA_COV","Value","Flag and Footnotes"
"2011Q4","Slovakia","Passenger","Passengers on board (arrivals)","Total","Total transport","154,692",""
"2011Q4","Slovakia","Passenger","Passengers on board (departures)","Total","Total transport","147,863",""
"2011Q4","Slovakia","Passenger","Passengers carried","Total","Total transport","293,159",""
"2011Q4","Slovakia","Passenger","Passengers carried (arrival)","Total","Total transport","156,288",""
"2011Q4","Slovakia","Passenger","Passengers carried (departures)","Total","Total transport","145,039",""
"2011Q4","Slovakia","Flight","Passengers on board","Total","Total transport",":",""
"2011Q4","Slovakia","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2011Q4","Slovakia","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2011Q4","Slovakia","Flight","Passengers carried","Total","Total transport",":",""
"2011Q4","Slovakia","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2011Q4","Slovakia","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2011Q4","Finland","Passenger","Passengers on board","Total","Total transport","4,004,216",""
"2011Q4","Finland","Passenger","Passengers on board (arrivals)","Total","Total transport","2,344,853",""
"2011Q4","Finland","Passenger","Passengers on board (departures)","Total","Total transport","2,384,771",""
"2011Q4","Finland","Passenger","Passengers carried","Total","Total transport","3,987,868",""
"2011Q4","Finland","Passenger","Passengers carried (arrival)","Total","Total transport","2,337,921",""
"2011Q4","Finland","Passenger","Passengers carried (departures)","Total","Total transport","2,370,318",""
"2011Q4","Finland","Flight","Passengers on board","Total","Total transport",":",""
"2011Q4","Finland","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2011Q4","Finland","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2011Q4","Finland","Flight","Passengers carried","Total","Total transport",":",""
"2011Q4","Finland","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2011Q4","Finland","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2011Q4","Sweden","Passenger","Passengers on board","Total","Total transport","7,298,643",""
"2011Q4","Sweden","Passenger","Passengers on board (arrivals)","Total","Total transport","4,520,606",""
"2011Q4","Sweden","Passenger","Passengers on board (departures)","Total","Total transport","4,578,101",""
"2011Q4","Sweden","Passenger","Passengers carried","Total","Total transport","7,253,800",""
"2011Q4","Sweden","Passenger","Passengers carried (arrival)","Total","Total transport","4,483,431",""
"2011Q4","Sweden","Passenger","Passengers carried (departures)","Total","Total transport","4,540,741",""
"2011Q4","Sweden","Flight","Passengers on board","Total","Total transport",":",""
"2011Q4","Sweden","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2011Q4","Sweden","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2011Q4","Sweden","Flight","Passengers carried","Total","Total transport",":",""
"2011Q4","Sweden","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2011Q4","Sweden","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2011Q4","United Kingdom","Passenger","Passengers on board","Total","Total transport","44,948,357",""
"2011Q4","United Kingdom","Passenger","Passengers on board (arrivals)","Total","Total transport","24,538,874",""
"2011Q4","United Kingdom","Passenger","Passengers on board (departures)","Total","Total transport","24,682,881",""
"2011Q4","United Kingdom","Passenger","Passengers carried","Total","Total transport","44,851,326",""
"2011Q4","United Kingdom","Passenger","Passengers carried (arrival)","Total","Total transport","24,471,850",""
"2011Q4","United Kingdom","Passenger","Passengers carried (departures)","Total","Total transport","24,616,585",""
"2011Q4","United Kingdom","Flight","Passengers on board","Total","Total transport",":",""
"2011Q4","United Kingdom","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2011Q4","United Kingdom","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2011Q4","United Kingdom","Flight","Passengers carried","Total","Total transport",":",""
"2011Q4","United Kingdom","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2011Q4","United Kingdom","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2011Q4","Iceland","Passenger","Passengers on board","Total","Total transport","451,448",""
"2011Q4","Iceland","Passenger","Passengers on board (arrivals)","Total","Total transport","230,178",""
"2011Q4","Iceland","Passenger","Passengers on board (departures)","Total","Total transport","221,270",""
"2011Q4","Iceland","Passenger","Passengers carried","Total","Total transport","448,796",""
"2011Q4","Iceland","Passenger","Passengers carried (arrival)","Total","Total transport","228,895",""
"2011Q4","Iceland","Passenger","Passengers carried (departures)","Total","Total transport","219,901",""
"2011Q4","Iceland","Flight","Passengers on board","Total","Total transport",":",""
"2011Q4","Iceland","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2011Q4","Iceland","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2011Q4","Iceland","Flight","Passengers carried","Total","Total transport",":",""
"2011Q4","Iceland","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2011Q4","Iceland","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2011Q4","Norway","Passenger","Passengers on board","Total","Total transport","8,001,349",""
"2011Q4","Norway","Passenger","Passengers on board (arrivals)","Total","Total transport","5,710,427",""
"2011Q4","Norway","Passenger","Passengers on board (departures)","Total","Total transport","5,706,446",""
"2011Q4","Norway","Passenger","Passengers carried","Total","Total transport","7,851,526",""
"2011Q4","Norway","Passenger","Passengers carried (arrival)","Total","Total transport","5,568,573",""
"2011Q4","Norway","Passenger","Passengers carried (departures)","Total","Total transport","5,564,592",""
"2011Q4","Norway","Flight","Passengers on board","Total","Total transport",":",""
"2011Q4","Norway","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2011Q4","Norway","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2011Q4","Norway","Flight","Passengers carried","Total","Total transport",":",""
"2011Q4","Norway","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2011Q4","Norway","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2011Q4","Switzerland","Passenger","Passengers on board","Total","Total transport","9,884,723",""
"2011Q4","Switzerland","Passenger","Passengers on board (arrivals)","Total","Total transport","5,043,229",""
"2011Q4","Switzerland","Passenger","Passengers on board (departures)","Total","Total transport","4,998,742",""
"2011Q4","Switzerland","Passenger","Passengers carried","Total","Total transport","9,862,040",""
"2011Q4","Switzerland","Passenger","Passengers carried (arrival)","Total","Total transport","5,030,672",""
"2011Q4","Switzerland","Passenger","Passengers carried (departures)","Total","Total transport","4,988,457",""
"2011Q4","Switzerland","Flight","Passengers on board","Total","Total transport",":",""
"2011Q4","Switzerland","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2011Q4","Switzerland","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2011Q4","Switzerland","Flight","Passengers carried","Total","Total transport",":",""
"2011Q4","Switzerland","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2011Q4","Switzerland","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2011Q4","Montenegro","Passenger","Passengers on board","Total","Total transport",":",""
"2011Q4","Montenegro","Passenger","Passengers on board (arrivals)","Total","Total transport",":",""
"2011Q4","Montenegro","Passenger","Passengers on board (departures)","Total","Total transport",":",""
"2011Q4","Montenegro","Passenger","Passengers carried","Total","Total transport",":",""
"2011Q4","Montenegro","Passenger","Passengers carried (arrival)","Total","Total transport",":",""
"2011Q4","Montenegro","Passenger","Passengers carried (departures)","Total","Total transport",":",""
"2011Q4","Montenegro","Flight","Passengers on board","Total","Total transport",":",""
"2011Q4","Montenegro","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2011Q4","Montenegro","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2011Q4","Montenegro","Flight","Passengers carried","Total","Total transport",":",""
"2011Q4","Montenegro","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2011Q4","Montenegro","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2011Q4","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers on board","Total","Total transport",":",""
"2011Q4","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers on board (arrivals)","Total","Total transport",":",""
"2011Q4","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers on board (departures)","Total","Total transport",":",""
"2011Q4","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers carried","Total","Total transport",":",""
"2011Q4","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers carried (arrival)","Total","Total transport",":",""
"2011Q4","Former Yugoslav Republic of Macedonia, the","Passenger","Passengers carried (departures)","Total","Total transport",":",""
"2011Q4","Former Yugoslav Republic of Macedonia, the","Flight","Passengers on board","Total","Total transport",":",""
"2011Q4","Former Yugoslav Republic of Macedonia, the","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2011Q4","Former Yugoslav Republic of Macedonia, the","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2011Q4","Former Yugoslav Republic of Macedonia, the","Flight","Passengers carried","Total","Total transport",":",""
"2011Q4","Former Yugoslav Republic of Macedonia, the","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2011Q4","Former Yugoslav Republic of Macedonia, the","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2011Q4","Serbia","Passenger","Passengers on board","Total","Total transport",":",""
"2011Q4","Serbia","Passenger","Passengers on board (arrivals)","Total","Total transport",":",""
"2011Q4","Serbia","Passenger","Passengers on board (departures)","Total","Total transport",":",""
"2011Q4","Serbia","Passenger","Passengers carried","Total","Total transport",":",""
"2011Q4","Serbia","Passenger","Passengers carried (arrival)","Total","Total transport",":",""
"2011Q4","Serbia","Passenger","Passengers carried (departures)","Total","Total transport",":",""
"2011Q4","Serbia","Flight","Passengers on board","Total","Total transport",":",""
"2011Q4","Serbia","Flight","Passengers on board (arrivals)","Total","Total transport",":",""
"2011Q4","Serbia","Flight","Passengers on board (departures)","Total","Total transport",":",""
"2011Q4","Serbia","Flight","Passengers carried","Total","Total transport",":",""
"2011Q4","Serbia","Flight","Passengers carried (arrival)","Total","Total transport",":",""
"2011Q4","Serbia","Flight","Passengers carried (departures)","Total","Total transport",":",""
"2012Q1","Belgium","Passenger","Passengers on board","Total","Total transport","5,100,956",""
